machine_id,temp,vibration,pressure,failure
SIM1398,69.63,0.221,38.6,0
SIM1399,79.48,0.865,30.13,0
SIM1400,53.67,0.563,35.89,0
SIM1401,87.37,0.472,44.69,0
SIM1402,67.79,0.325,29.6,0
SIM1403,69.35,0.505,35.94,0
SIM1404,65.61,0.682,33.74,0
SIM1405,64.45,0.914,34.59,0
SIM1406,81.03,0.03,24.4,0
SIM1407,75.33,0.297,44.17,0
SIM1408,80.47,0.634,29.97,0
SIM1409,71.89,0.546,41.67,0
SIM1410,78.67,0.717,30.96,0
SIM1411,66.55,0.671,30.93,0
SIM1412,100.99,0.476,42.89,0
SIM1413,51.62,0.401,41.46,0
SIM1414,88.39,0.497,36.36,0
SIM1415,89.78,0.971,39.95,0
SIM1416,60.92,0.331,33.12,0
SIM1417,100.98,0.559,34.95,0
SIM1418,84.94,0.642,30.7,0
SIM1419,84.62,1.111,40.88,0
SIM1420,72.36,0.478,30.49,0
SIM1421,69.18,0.906,44.65,0
SIM1422,69.28,0.999,32.95,0
SIM1423,77.08,0.558,35.13,0
SIM1424,90.22,0.508,39.93,0
SIM1425,74.36,0.468,35.16,0
SIM1426,60.15,0.493,33.06,0
SIM1427,82.72,0.87,34.8,0
SIM1428,83.97,0.659,40.81,0
SIM1429,80.51,0.66,30.69,1
SIM1430,81.69,0.197,34.18,0
SIM1431,68.48,0.251,35.07,0
SIM1432,59.92,1.309,40.62,0
SIM1433,60.71,0.52,34.35,0
SIM1434,50.74,0.317,46.75,0
SIM1435,75.08,1.067,33.98,0
SIM1436,70.92,0.676,33.46,0
SIM1437,66.28,0.777,33.89,0
SIM1438,40.0,0.533,26.44,0
SIM1439,55.78,0.472,28.26,0
SIM1440,86.57,0.522,31.55,0
SIM1441,63.36,0.11,42.38,0
SIM1442,76.69,0.55,34.78,0
SIM1443,53.92,0.681,31.85,0
SIM1444,90.7,1.209,42.97,1
SIM1445,70.13,0.609,45.08,0
SIM1446,75.77,0.03,43.16,0
SIM1447,102.24,0.548,29.45,0
SIM1448,91.71,1.511,31.78,0
SIM1449,68.01,0.875,46.79,0
SIM1450,64.29,0.304,36.57,0
SIM1451,67.77,0.781,33.26,0
SIM1452,78.63,0.328,39.67,0
SIM1453,70.63,0.12,41.55,0
SIM1454,66.86,0.462,31.29,0
SIM1455,91.07,0.611,36.43,1
SIM1456,70.52,0.03,41.02,0
SIM1457,101.89,0.189,27.46,0
SIM1458,73.18,0.584,35.08,0
SIM1459,95.21,0.441,27.76,0
SIM1460,76.65,0.714,28.61,0
SIM1461,84.52,0.167,31.34,0
SIM1462,62.58,0.823,38.1,0
SIM1463,60.9,0.178,32.91,0
SIM1464,77.98,1.139,30.79,1
SIM1465,84.85,0.03,35.34,0
SIM1466,72.52,0.209,27.54,0
SIM1467,55.28,0.722,37.79,0
SIM1468,54.32,1.146,42.35,0
SIM1469,53.45,0.687,34.49,0
SIM1470,49.02,0.771,33.68,0
SIM1471,73.42,0.586,37.43,0
SIM1472,86.63,0.231,21.81,0
SIM1473,71.83,0.413,38.49,0
SIM1474,42.61,0.168,55.16,0
SIM1475,69.52,0.145,34.2,0
SIM1476,69.88,0.717,34.23,0
SIM1477,99.25,0.198,39.83,0
SIM1478,53.06,0.689,45.69,0
SIM1479,66.92,0.137,41.34,0
SIM1480,94.18,0.681,20.99,0
SIM1481,77.85,0.414,38.66,0
SIM1482,79.32,1.058,51.72,1
SIM1483,73.49,0.69,39.05,0
SIM1484,76.29,1.0,27.5,0
SIM1485,82.11,0.323,36.83,0
SIM1486,61.48,0.599,26.68,0
SIM1487,83.41,0.246,43.01,0
SIM1488,54.15,0.439,28.79,0
SIM1489,76.27,0.491,35.48,0
SIM1490,74.32,0.333,29.42,0
SIM1491,63.99,0.167,31.45,0
SIM1492,71.71,0.099,44.66,0
SIM1493,63.91,0.03,35.67,0
SIM1494,58.07,0.221,31.37,0
SIM1495,67.4,0.793,27.56,1
SIM1496,57.65,0.037,22.83,0
SIM1497,76.2,0.115,26.87,0
SIM1498,57.05,1.189,35.73,0
SIM1499,81.26,0.364,41.37,0
SIM1500,56.64,0.689,31.36,0
SIM1501,64.64,0.798,45.21,0
SIM1502,63.88,0.805,30.34,0
SIM1503,89.23,0.062,33.45,0
SIM1504,76.29,0.501,27.98,0
SIM1505,69.25,0.03,41.44,0
SIM1506,78.48,1.412,48.63,1
SIM1507,44.61,0.038,23.55,0
SIM1508,71.44,0.224,32.75,0
SIM1509,97.97,0.226,43.22,1
SIM1510,73.72,0.071,25.59,0
SIM1511,72.88,1.04,38.68,0
SIM1512,79.13,1.404,42.94,1
SIM1513,83.64,0.418,35.51,0
SIM1514,46.03,0.131,38.58,0
SIM1515,50.13,0.03,46.45,0
SIM1516,74.73,0.497,47.66,0
SIM1517,62.71,0.472,34.6,0
SIM1518,89.06,0.359,31.54,0
SIM1519,67.9,0.655,29.02,0
SIM1520,46.85,0.714,41.35,0
SIM1521,55.52,0.69,26.08,0
SIM1522,40.0,0.473,33.36,0
SIM1523,68.96,0.205,35.67,0
SIM1524,69.55,0.806,31.73,0
SIM1525,66.48,0.584,36.82,0
SIM1526,86.03,0.882,51.67,1
SIM1527,87.58,0.849,34.21,0
SIM1528,69.78,0.097,32.17,0
SIM1529,44.25,0.092,41.6,0
SIM1530,80.02,0.323,36.56,0
SIM1531,79.22,0.221,44.36,0
SIM1532,76.02,0.837,36.07,0
SIM1533,84.76,0.699,33.39,0
SIM1534,56.86,0.954,23.41,0
SIM1535,98.11,0.715,24.47,0
SIM1536,59.53,0.651,23.07,0
SIM1537,81.74,0.988,37.47,0
SIM1538,50.06,0.74,26.15,0
SIM1539,59.91,0.603,43.16,0
SIM1540,91.71,1.083,35.2,1
SIM1541,68.61,0.619,33.41,0
SIM1542,82.92,0.477,29.51,0
SIM1543,75.08,0.295,39.04,0
SIM1544,70.64,0.819,29.77,0
SIM1545,89.73,1.001,28.6,1
SIM1546,68.92,0.563,42.72,0
SIM1547,48.85,1.025,37.31,0
SIM1548,61.56,0.03,33.47,0
SIM1549,79.17,0.561,39.17,0
SIM1550,77.14,0.566,35.06,0
SIM1551,51.63,0.333,37.49,0
SIM1552,62.58,1.391,29.69,0
SIM1553,64.44,0.557,48.46,0
SIM1554,67.25,0.441,31.23,0
SIM1555,54.11,0.589,45.11,0
SIM1556,63.83,0.03,33.77,0
SIM1557,62.53,0.322,40.25,0
SIM1558,82.03,0.914,39.77,0
SIM1559,82.52,0.366,42.45,0
SIM1560,70.1,0.298,29.54,0
SIM1561,66.9,1.025,41.99,0
SIM1562,73.82,1.036,47.0,0
SIM1563,61.38,0.756,33.32,0
SIM1564,57.09,0.425,35.23,0
SIM1565,59.78,0.499,31.6,0
SIM1566,63.75,0.307,32.75,0
SIM1567,56.87,0.242,46.12,0
SIM1568,74.11,0.225,28.47,0
SIM1569,81.49,0.37,28.88,0
SIM1570,51.37,0.228,45.47,0
SIM1571,72.33,0.048,39.06,0
SIM1572,69.14,0.655,48.78,0
SIM1573,76.44,0.66,32.07,0
SIM1574,71.83,1.158,35.82,0
SIM1575,53.1,0.353,30.71,0
SIM1576,55.59,0.681,35.93,0
SIM1577,72.38,0.686,23.47,0
SIM1578,85.37,0.494,39.45,0
SIM1579,43.22,0.833,37.1,0
SIM1580,76.49,0.844,34.63,0
SIM1581,87.47,0.691,32.46,1
SIM1582,70.01,0.493,29.18,0
SIM1583,79.15,0.458,39.73,0
SIM1584,62.86,0.115,27.39,0
SIM1585,70.45,0.306,38.33,0
SIM1586,50.93,0.369,48.48,0
SIM1587,41.52,0.198,44.66,0
SIM1588,84.26,0.73,25.22,0
SIM1589,59.2,0.987,31.51,0
SIM1590,66.08,0.271,37.74,0
SIM1591,53.98,0.676,34.54,0
SIM1592,53.67,0.228,25.9,0
SIM1593,69.74,0.476,37.5,0
SIM1594,62.52,0.345,34.93,0
SIM1595,76.91,0.785,47.44,0
SIM1596,77.88,0.349,33.35,0
SIM1597,76.17,0.924,42.59,0
SIM1598,75.1,0.496,26.76,0
SIM1599,92.51,0.359,28.32,1
SIM1600,58.12,0.154,39.69,0
SIM1601,71.29,0.666,42.04,0
SIM1602,86.72,0.884,28.78,0
SIM1603,88.44,0.673,35.16,0
SIM1604,53.52,1.341,26.02,0
SIM1605,67.94,1.066,33.82,0
SIM1606,89.66,0.475,40.44,0
SIM1607,78.61,0.472,32.17,0
SIM1608,74.54,0.74,33.38,0
SIM1609,69.17,0.295,27.66,0
SIM1610,67.01,0.977,30.79,0
SIM1611,75.75,0.703,46.43,1
SIM1612,68.72,0.667,35.47,0
SIM1613,71.45,0.814,28.48,0
SIM1614,73.02,1.166,32.95,0
SIM1615,63.19,0.638,24.62,0
SIM1616,78.92,0.542,28.41,0
SIM1617,109.89,1.093,43.84,1
SIM1618,48.9,0.909,34.07,0
SIM1619,76.21,0.471,47.29,0
SIM1620,62.12,0.582,34.38,0
SIM1621,79.51,0.646,34.77,0
SIM1622,72.61,0.703,39.17,0
SIM1623,81.9,0.119,18.0,0
SIM1624,87.28,0.056,36.33,0
SIM1625,74.5,0.278,34.68,0
SIM1626,86.72,0.252,44.66,1
SIM1627,41.52,0.361,41.27,0
SIM1628,92.68,0.796,27.63,0
SIM1629,76.88,0.523,43.07,0
SIM1630,86.01,0.647,33.29,0
SIM1631,56.14,0.164,29.12,0
SIM1632,61.2,0.423,36.28,0
SIM1633,73.9,0.78,33.68,0
SIM1634,71.78,0.782,45.0,0
SIM1635,75.68,0.334,37.21,0
SIM1636,86.1,0.635,36.34,0
SIM1637,49.05,1.328,40.85,0
SIM1638,84.66,0.574,42.1,0
SIM1639,72.11,0.344,40.09,0
SIM1640,69.35,0.521,44.23,0
SIM1641,52.88,0.611,38.96,0
SIM1642,78.54,0.529,36.09,0
SIM1643,40.62,0.569,43.05,0
SIM1644,80.43,0.089,34.41,0
SIM1645,52.6,0.253,35.22,0
SIM1646,72.69,0.529,46.19,0
SIM1647,70.45,0.524,45.54,0
SIM1648,87.2,0.387,34.95,0
SIM1649,69.68,0.52,32.05,0
SIM1650,62.98,0.601,44.51,0
SIM1651,65.41,0.882,40.2,1
SIM1652,88.55,0.546,37.05,1
SIM1653,78.97,0.716,32.91,0
SIM1654,66.99,0.396,37.16,0
SIM1655,68.93,0.775,34.86,0
SIM1656,51.63,0.708,30.68,0
SIM1657,77.05,0.874,35.84,0
SIM1658,49.12,0.823,36.73,0
SIM1659,81.77,0.78,32.56,0
SIM1660,73.67,0.547,40.87,0
SIM1661,103.03,0.663,43.38,1
SIM1662,57.7,0.942,41.3,0
SIM1663,70.67,0.358,33.2,0
SIM1664,95.38,0.366,39.91,0
SIM1665,87.49,0.642,35.51,0
SIM1666,62.95,0.721,26.97,0
SIM1667,74.91,0.3,39.37,0
SIM1668,72.03,0.555,35.95,0
SIM1669,75.67,0.548,51.86,0
SIM1670,62.92,0.03,44.47,0
SIM1671,70.84,0.505,39.62,0
SIM1672,51.23,0.527,36.62,0
SIM1673,73.76,0.526,36.06,0
SIM1674,77.85,1.061,28.48,0
SIM1675,69.04,0.167,23.7,0
SIM1676,51.0,0.3,29.33,0
SIM1677,84.85,0.03,34.69,0
SIM1678,76.74,0.416,21.31,0
SIM1679,62.56,0.445,31.46,0
SIM1680,68.35,0.407,33.39,0
SIM1681,52.49,0.957,33.6,0
SIM1682,58.67,0.873,30.7,0
SIM1683,65.01,0.606,32.78,0
SIM1684,87.97,0.454,46.21,0
SIM1685,63.69,0.929,39.3,0
SIM1686,80.32,0.573,31.36,0
SIM1687,65.0,0.302,34.56,0
SIM1688,75.22,0.03,34.82,0
SIM1689,70.16,0.43,30.01,0
SIM1690,83.35,0.837,30.0,0
SIM1691,65.05,1.354,41.57,0
SIM1692,51.56,0.601,32.27,0
SIM1693,54.03,0.32,27.88,0
SIM1694,65.09,0.177,34.72,0
SIM1695,55.76,0.768,35.77,0
SIM1696,77.33,0.03,22.18,0
SIM1697,65.95,0.767,34.74,0
SIM1698,102.87,0.858,40.64,1
SIM1699,49.41,0.728,37.93,0
SIM1700,74.65,0.505,49.49,0
SIM1701,57.34,0.772,43.13,0
SIM1702,65.59,0.638,44.42,0
SIM1703,73.84,0.315,53.2,0
SIM1704,41.77,1.209,39.93,0
SIM1705,75.08,0.46,36.06,0
SIM1706,96.74,0.844,41.33,1
SIM1707,66.11,0.03,31.36,0
SIM1708,75.38,1.014,35.7,1
SIM1709,85.32,1.079,30.79,0
SIM1710,69.87,0.59,37.59,0
SIM1711,64.45,0.77,30.76,0
SIM1712,42.42,0.77,30.53,0
SIM1713,80.33,0.361,37.69,0
SIM1714,70.53,0.766,34.1,0
SIM1715,58.84,0.305,22.47,0
SIM1716,73.65,0.373,25.54,0
SIM1717,64.41,0.963,27.54,0
SIM1718,65.13,0.911,29.26,0
SIM1719,79.88,0.34,37.69,0
SIM1720,54.6,0.331,36.42,0
SIM1721,85.62,0.36,41.92,0
SIM1722,53.83,0.829,39.89,0
SIM1723,63.38,0.24,41.97,0
SIM1724,97.0,0.701,38.95,0
SIM1725,86.66,0.834,36.36,0
SIM1726,73.27,0.55,42.15,0
SIM1727,59.77,0.923,40.98,0
SIM1728,65.12,0.477,37.44,0
SIM1729,72.95,0.507,43.26,0
SIM1730,72.49,0.248,19.75,0
SIM1731,70.82,0.926,33.11,0
SIM1732,71.6,0.319,33.01,0
SIM1733,69.21,0.699,42.49,0
SIM1734,53.25,0.556,45.21,0
SIM1735,65.29,0.222,25.57,0
SIM1736,83.89,0.373,44.17,0
SIM1737,54.21,1.05,27.39,0
SIM1738,69.54,0.649,27.58,0
SIM1739,61.34,0.237,33.48,0
SIM1740,73.45,0.684,32.93,0
SIM1741,66.95,0.53,24.87,0
SIM1742,91.21,1.754,39.22,0
SIM1743,78.59,0.677,39.42,0
SIM1744,54.95,0.451,41.85,0
SIM1745,80.73,1.063,32.18,0
SIM1746,61.93,0.03,34.74,0
SIM1747,64.5,0.612,34.8,0
SIM1748,76.08,1.258,45.97,0
SIM1749,65.61,0.54,18.0,0
SIM1750,83.61,0.03,28.78,0
SIM1751,61.93,0.445,35.04,0
SIM1752,63.95,1.075,27.94,0
SIM1753,63.47,0.708,33.32,0
SIM1754,64.65,0.295,34.18,0
SIM1755,86.29,0.347,30.73,0
SIM1756,80.17,0.39,35.42,0
SIM1757,94.23,0.703,39.08,1
SIM1758,101.48,1.035,33.46,1
SIM1759,58.6,0.938,32.05,0
SIM1760,72.92,0.735,33.92,0
SIM1761,56.71,0.127,34.95,0
SIM1762,61.89,0.129,23.69,0
SIM1763,63.81,0.761,38.0,0
SIM1764,58.26,0.123,32.07,0
SIM1765,58.33,0.503,43.2,0
SIM1766,70.12,0.683,38.84,0
SIM1767,56.18,0.193,42.61,0
SIM1768,82.95,0.232,28.43,0
SIM1769,60.07,0.548,32.59,0
SIM1770,108.52,0.751,26.92,0
SIM1771,66.13,0.941,30.42,0
SIM1772,72.94,0.786,43.14,0
SIM1773,55.16,0.605,44.67,0
SIM1774,94.18,0.326,27.54,0
SIM1775,86.55,0.216,32.02,0
SIM1776,75.86,0.406,34.5,0
SIM1777,54.49,0.719,38.81,0
SIM1778,74.74,0.694,23.56,0
SIM1779,57.42,0.03,24.58,0
SIM1780,91.01,0.313,38.18,0
SIM1781,82.52,0.99,22.33,0
SIM1782,73.24,0.607,32.1,0
SIM1783,40.33,0.098,36.05,0
SIM1784,59.22,1.381,37.7,0
SIM1785,80.94,0.57,34.08,0
SIM1786,87.77,0.711,32.62,0
SIM1787,86.42,0.716,40.49,0
SIM1788,51.3,0.455,36.85,0
SIM1789,75.92,0.333,30.79,0
SIM1790,85.2,1.301,35.25,1
SIM1791,50.44,0.921,37.49,0
SIM1792,71.9,0.859,46.17,0
SIM1793,75.56,0.776,40.11,0
SIM1794,68.09,0.239,42.89,0
SIM1795,47.92,1.014,31.03,0
SIM1796,67.77,0.293,31.59,0
SIM1797,67.75,0.676,33.47,0
SIM1798,70.08,0.03,34.07,0
SIM1799,64.67,0.03,28.45,0
SIM1800,66.24,0.688,43.23,0
SIM1801,71.48,0.305,40.74,0
SIM1802,77.75,0.03,33.01,0
SIM1803,68.04,0.764,39.17,0
SIM1804,66.67,1.301,36.45,1
SIM1805,73.2,1.052,39.68,0
SIM1806,47.03,0.493,26.26,0
SIM1807,78.2,0.583,34.05,0
SIM1808,71.99,0.882,34.62,0
SIM1809,72.52,0.962,39.05,0
SIM1810,84.49,0.463,30.92,0
SIM1811,46.61,0.592,18.75,0
SIM1812,46.34,0.682,27.97,0
SIM1813,75.56,0.768,34.6,0
SIM1814,71.91,0.535,35.42,0
SIM1815,74.21,0.539,45.94,0
SIM1816,65.99,1.049,38.79,0
SIM1817,80.64,0.991,35.53,0
SIM1818,84.12,0.742,34.79,0
SIM1819,78.29,1.164,42.18,0
SIM1820,68.61,0.449,31.16,0
SIM1821,44.6,1.132,34.09,0
SIM1822,82.0,0.764,27.92,0
SIM1823,87.88,1.692,44.22,1
SIM1824,80.38,0.175,37.55,0
SIM1825,60.56,0.346,30.4,0
SIM1826,80.76,0.722,34.26,0
SIM1827,83.19,0.715,38.31,1
SIM1828,92.26,1.243,33.37,0
SIM1829,60.61,0.353,31.53,0
SIM1830,69.06,0.888,30.75,0
SIM1831,81.71,0.975,37.2,0
SIM1832,72.75,0.82,32.67,0
SIM1833,57.47,0.253,32.05,0
SIM1834,77.39,1.059,26.32,0
SIM1835,79.52,0.998,35.5,1
SIM1836,73.14,0.784,33.82,0
SIM1837,74.85,0.649,32.91,1
SIM1838,68.64,0.657,36.29,0
SIM1839,91.22,0.553,39.86,0
SIM1840,60.29,0.798,39.56,0
SIM1841,64.36,0.591,38.59,0
SIM1842,72.14,0.292,33.44,0
SIM1843,83.43,0.223,31.31,0
SIM1844,52.53,0.324,28.21,0
SIM1845,54.97,0.656,31.14,0
SIM1846,45.51,0.571,35.13,0
SIM1847,72.43,0.653,29.89,0
SIM1848,57.46,0.75,35.62,0
SIM1849,67.0,0.367,28.72,0
SIM1850,80.6,1.078,24.2,0
SIM1851,63.66,0.489,40.33,0
SIM1852,75.01,0.433,31.92,0
SIM1853,68.11,0.744,29.56,0
SIM1854,80.74,0.03,27.89,0
SIM1855,78.18,0.311,37.75,0
SIM1856,63.0,0.914,43.94,0
SIM1857,69.81,0.03,32.38,0
SIM1858,85.57,0.96,33.6,0
SIM1859,77.11,1.094,41.97,0
SIM1860,53.84,0.454,23.23,0
SIM1861,80.52,0.679,47.78,0
SIM1862,57.9,0.96,50.89,0
SIM1863,90.36,0.421,18.0,0
SIM1864,85.31,0.875,34.37,0
SIM1865,75.77,0.352,30.33,0
SIM1866,74.04,0.418,33.28,0
SIM1867,69.28,0.308,32.28,0
SIM1868,80.82,0.697,40.28,0
SIM1869,67.18,0.974,34.27,0
SIM1870,75.06,0.517,29.08,0
SIM1871,83.34,0.148,33.88,0
SIM1872,64.7,0.212,38.35,0
SIM1873,63.99,0.714,27.31,0
SIM1874,56.47,1.207,24.3,0
SIM1875,58.16,0.714,47.95,0
SIM1876,48.23,0.448,30.82,0
SIM1877,81.49,0.841,34.11,0
SIM1878,95.52,0.499,32.41,0
SIM1879,90.53,0.451,38.56,0
SIM1880,50.86,0.254,46.52,0
SIM1881,81.42,1.059,38.77,0
SIM1882,90.49,0.03,25.13,0
SIM1883,66.06,0.851,26.0,0
SIM1884,73.32,0.422,32.41,0
SIM1885,45.9,0.44,33.26,0
SIM1886,75.47,1.155,23.81,0
SIM1887,58.17,0.337,40.33,0
SIM1888,74.6,0.349,27.94,0
SIM1889,51.7,0.536,44.71,0
SIM1890,79.06,0.721,46.83,0
SIM1891,85.32,0.43,33.39,0
SIM1892,61.82,0.045,37.85,0
SIM1893,57.22,0.286,26.99,0
SIM1894,43.97,1.016,39.05,0
SIM1895,68.54,0.605,31.76,0
SIM1896,64.44,0.733,27.93,0
SIM1897,51.84,0.491,33.12,0
SIM1898,77.89,0.356,31.97,0
SIM1899,66.15,1.15,32.89,0
SIM1900,58.02,0.516,41.17,0
SIM1901,64.79,0.429,29.9,0
SIM1902,85.93,0.953,46.28,0
SIM1903,79.84,0.334,26.39,0
SIM1904,70.31,0.378,45.5,0
SIM1905,80.05,0.583,28.39,0
SIM1906,56.91,0.58,34.99,0
SIM1907,72.42,0.668,31.81,0
SIM1908,73.92,1.291,32.77,1
SIM1909,65.89,0.694,40.21,0
SIM1910,77.66,0.03,44.75,0
SIM1911,61.85,0.691,42.74,0
SIM1912,78.63,0.593,32.37,0
SIM1913,79.17,0.595,36.2,0
SIM1914,40.0,0.664,29.92,0
SIM1915,87.47,0.57,28.55,0
SIM1916,40.0,0.562,27.55,0
SIM1917,63.99,0.788,32.16,0
SIM1918,85.33,0.396,36.62,0
SIM1919,67.88,0.258,22.57,0
SIM1920,52.94,1.608,34.7,0
SIM1921,57.78,0.337,44.85,0
SIM1922,85.35,0.614,42.29,1
SIM1923,47.02,0.071,31.2,0
SIM1924,86.68,0.62,25.92,0
SIM1925,71.28,0.263,37.99,0
SIM1926,56.5,0.43,19.94,0
SIM1927,64.42,0.935,42.22,1
SIM1928,58.78,0.74,33.61,0
SIM1929,83.26,0.773,46.9,0
SIM1930,81.52,0.03,23.77,0
SIM1931,49.65,1.205,40.97,0
SIM1932,66.75,0.175,34.35,0
SIM1933,60.78,1.1,32.85,0
SIM1934,88.82,0.927,26.1,0
SIM1935,54.45,0.776,38.87,0
SIM1936,92.85,0.289,39.39,0
SIM1937,71.57,0.632,46.6,0
SIM1938,56.89,0.42,41.55,0
SIM1939,63.2,0.59,31.14,0
SIM1940,61.58,0.495,28.47,0
SIM1941,55.43,0.03,26.1,0
SIM1942,73.23,0.961,44.58,1
SIM1943,56.04,0.552,29.94,0
SIM1944,43.66,0.415,44.62,0
SIM1945,67.06,0.389,38.41,0
SIM1946,48.56,0.702,37.14,0
SIM1947,62.22,0.276,33.01,0
SIM1948,60.18,0.03,39.29,0
SIM1949,60.67,0.718,34.9,0
SIM1950,98.01,0.756,32.6,1
SIM1951,72.73,0.512,39.52,0
SIM1952,75.19,0.19,34.06,0
SIM1953,48.91,0.61,29.81,0
SIM1954,63.5,0.082,38.9,0
SIM1955,74.8,0.231,34.58,0
SIM1956,58.68,0.325,38.18,0
SIM1957,83.8,0.867,32.05,0
SIM1958,56.36,0.457,27.14,0
SIM1959,68.28,0.428,46.28,0
SIM1960,64.38,1.245,45.05,0
SIM1961,74.14,0.7,40.74,0
SIM1962,63.67,0.695,32.48,0
SIM1963,68.48,0.454,33.05,0
SIM1964,68.93,0.377,43.99,1
SIM1965,62.45,0.03,32.7,0
SIM1966,78.31,0.909,30.89,0
SIM1967,75.1,0.732,47.17,0
SIM1968,70.85,0.519,34.69,0
SIM1969,66.4,0.533,46.49,0
SIM1970,82.36,0.83,25.91,0
SIM1971,68.93,0.051,38.37,0
SIM1972,68.01,0.379,48.46,1
SIM1973,73.36,0.194,35.19,0
SIM1974,94.06,1.182,33.28,1
SIM1975,54.58,0.878,27.41,0
SIM1976,82.01,0.03,42.04,0
SIM1977,47.39,0.065,29.99,0
SIM1978,74.82,0.535,34.38,0
SIM1979,92.48,0.419,26.98,0
SIM1980,78.35,0.13,45.12,0
SIM1981,74.22,1.241,42.51,0
SIM1982,64.71,0.686,34.79,0
SIM1983,72.4,0.741,27.5,0
SIM1984,68.72,0.345,44.98,0
SIM1985,61.78,0.826,32.62,0
SIM1986,68.23,0.451,27.82,0
SIM1987,74.58,0.484,23.55,0
SIM1988,62.03,0.788,30.8,0
SIM1989,61.52,0.03,25.54,0
SIM1990,54.32,1.123,30.95,0
SIM1991,77.08,0.642,39.84,0
SIM1992,79.09,1.016,32.56,0
SIM1993,75.01,0.214,37.31,0
SIM1994,84.55,0.266,30.3,0
SIM1995,73.14,0.185,35.42,0
SIM1996,77.1,0.665,47.49,0
SIM1997,75.95,0.602,32.73,0
SIM1998,70.81,0.422,37.5,0
SIM1999,65.1,0.235,24.82,0
SIM2000,100.78,0.149,44.88,0
SIM2001,66.12,0.564,31.9,0
SIM2002,63.34,0.422,41.83,0
SIM2003,77.64,0.347,34.2,0
SIM2004,75.27,1.106,38.98,0
SIM2005,53.74,0.552,39.36,0
SIM2006,86.59,1.012,32.06,0
SIM2007,70.78,0.399,42.1,0
SIM2008,57.56,0.663,30.07,0
SIM2009,87.45,0.561,40.06,0
SIM2010,80.13,0.03,32.46,0
SIM2011,55.56,1.066,37.27,0
SIM2012,95.1,0.534,32.0,1
SIM2013,80.56,0.834,35.32,0
SIM2014,71.87,0.324,28.01,0
SIM2015,92.67,0.524,36.61,0
SIM2016,74.07,0.285,35.29,0
SIM2017,71.63,1.0,31.49,0
SIM2018,63.42,0.686,34.64,0
SIM2019,79.56,0.705,35.87,0
SIM2020,78.2,1.042,30.99,0
SIM2021,72.19,0.973,34.16,0
SIM2022,61.73,0.84,28.46,0
SIM2023,73.69,0.097,50.25,0
SIM2024,71.09,0.343,41.88,0
SIM2025,54.66,0.239,36.78,0
SIM2026,52.87,0.827,42.62,0
SIM2027,79.35,0.638,22.13,0
SIM2028,40.0,0.107,18.38,0
SIM2029,74.67,0.516,32.4,0
SIM2030,65.78,0.072,26.04,0
SIM2031,89.01,0.562,33.46,0
SIM2032,65.58,0.03,36.34,0
SIM2033,80.57,0.76,40.98,0
SIM2034,66.84,0.709,27.6,0
SIM2035,73.48,1.229,37.6,0
SIM2036,81.58,0.868,35.09,0
SIM2037,65.99,0.436,37.26,0
SIM2038,84.96,0.858,31.62,0
SIM2039,59.08,0.105,43.99,0
SIM2040,75.83,0.253,34.33,0
SIM2041,83.99,0.693,46.53,0
SIM2042,80.58,0.03,29.86,0
SIM2043,96.91,0.567,39.83,1
SIM2044,62.08,0.233,34.61,0
SIM2045,54.07,0.614,32.87,0
SIM2046,59.07,0.214,39.11,0
SIM2047,80.59,0.724,33.06,0
SIM2048,78.47,0.587,18.0,0
SIM2049,73.33,1.056,18.0,0
SIM2050,57.4,0.582,43.27,0
SIM2051,81.97,0.319,43.0,0
SIM2052,56.08,0.496,47.27,0
SIM2053,87.07,0.123,34.89,0
SIM2054,109.15,0.718,26.6,1
SIM2055,76.76,0.781,32.27,0
SIM2056,79.58,1.42,35.07,0
SIM2057,65.59,0.369,28.45,0
SIM2058,48.47,0.489,45.72,0
SIM2059,64.16,0.384,49.56,0
SIM2060,57.79,0.652,38.11,0
SIM2061,53.19,0.71,34.93,0
SIM2062,94.39,0.562,26.58,0
SIM2063,75.55,0.949,45.05,0
SIM2064,76.94,0.37,35.5,0
SIM2065,67.98,0.915,33.12,0
SIM2066,69.75,0.763,38.13,0
SIM2067,84.54,0.576,31.19,0
SIM2068,71.58,0.473,35.95,0
SIM2069,78.9,1.405,25.62,0
SIM2070,69.45,0.302,42.07,0
SIM2071,67.55,0.681,34.32,0
SIM2072,53.71,0.325,42.53,0
SIM2073,46.29,1.187,33.69,0
SIM2074,68.6,0.882,34.11,0
SIM2075,72.73,0.349,27.12,0
SIM2076,55.28,0.754,39.94,0
SIM2077,71.55,0.668,29.31,0
SIM2078,72.7,0.404,31.84,0
SIM2079,43.97,0.838,35.01,0
SIM2080,60.1,0.712,35.79,0
SIM2081,77.29,0.653,23.91,0
SIM2082,77.03,0.566,33.5,0
SIM2083,57.0,0.727,40.17,0
SIM2084,74.06,0.658,32.54,1
SIM2085,85.29,0.6,33.54,0
SIM2086,82.1,0.362,36.06,0
SIM2087,70.76,1.156,34.18,0
SIM2088,65.92,0.223,28.3,0
SIM2089,63.82,0.725,34.76,0
SIM2090,78.08,0.471,41.46,0
SIM2091,74.54,1.178,28.17,0
SIM2092,80.18,0.273,32.57,0
SIM2093,73.71,0.33,26.02,0
SIM2094,82.64,0.25,41.12,0
SIM2095,73.23,0.69,34.4,1
SIM2096,82.2,0.113,29.47,0
